UniProtKB	Q14728	MFSD10		GO:0015904	PMID:8353488	TAS		P	Major facilitator superfamily domain-containing protein 10	MFS10_HUMAN|MFSD10|TETRAN	protein	taxon:9606	20120317	GOC
UniProtKB	P13569	CFTR		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000010981	IEA	Ensembl:ENSRNOP00000010981	P	Cystic fibrosis transmembrane conductance regulator	ABCC7|CFTR|CFTR_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P13637	ATP1A3		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000099922	IEA	Ensembl:ENSMUSP00000099922	P	Sodium/potassium-transporting ATPase subunit alpha-3	AT1A3_HUMAN|ATP1A3	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P13929	ENO3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000005612	IEA	Ensembl:ENSRNOP00000005612	P	Beta-enolase	ENO3|ENOB_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P14416	DRD2		GO:0042493	GO_REF:0000024|UniProtKB:P61169	ISS	UniProtKB:P61169	P	D(2) dopamine receptor	DRD2|DRD2_HUMAN	protein	taxon:9606	20080902	BHF-UCL
UniProtKB	P14635	CCNB1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000025297	IEA	Ensembl:ENSRNOP00000025297	P	G2/mitotic-specific cyclin-B1	CCNB|CCNB1|CCNB1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P14780	MMP9		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000023965	IEA	Ensembl:ENSRNOP00000023965	P	Matrix metalloproteinase-9	CLG4B|MMP9|MMP9_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P15407	FOSL1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000027891	IEA	Ensembl:ENSRNOP00000027891	P	Fos-related antigen 1	FOSL1|FOSL1_HUMAN|FRA1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P15531	NME1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000003658	IEA	Ensembl:ENSRNOP00000003658	P	Nucleoside diphosphate kinase A	NDKA_HUMAN|NDPKA|NM23|NME1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P16220	CREB1		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000059973	IEA	Ensembl:ENSMUSP00000059973	P	Cyclic AMP-responsive element-binding protein 1	CREB1|CREB1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P16435	POR		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001961	IEA	Ensembl:ENSRNOP00000001961	P	NADPH--cytochrome P450 reductase	CYPOR|NCPR_HUMAN|POR	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P16455	MGMT		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021537	IEA	Ensembl:ENSRNOP00000021537	P	Methylated-DNA--protein-cysteine methyltransferase	MGMT|MGMT_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P16860	NPPB		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000010778	IEA	Ensembl:ENSRNOP00000010778	P	Natriuretic peptides B	ANFB_HUMAN|NPPB	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P17275	JUNB		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000061729	IEA	Ensembl:ENSRNOP00000061729	P	Transcription factor jun-B	JUNB|JUNB_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P17405	SMPD1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000024224	IEA	Ensembl:ENSRNOP00000024224	P	Sphingomyelin phosphodiesterase	ASM|ASM_HUMAN|SMPD1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P17812	CTPS		GO:0042493	PMID:7981751	TAS		P	CTP synthase 1	CTPS|PYRG1_HUMAN	protein	taxon:9606	20031119	PINC
UniProtKB	P17861	XBP1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014044	IEA	Ensembl:ENSRNOP00000014044	P	X-box-binding protein 1	TREB5|XBP1|XBP1_HUMAN|XBP2	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P18065	IGFBP2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000023068	IEA	Ensembl:ENSRNOP00000023068	P	Insulin-like growth factor-binding protein 2	BP2|IBP2|IBP2_HUMAN|IGFBP2	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P18405	SRD5A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000023659	IEA	Ensembl:ENSRNOP00000023659	P	3-oxo-5-alpha-steroid 4-dehydrogenase 1	S5A1_HUMAN|SRD5A1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P19021	PAM		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000046774	IEA	Ensembl:ENSRNOP00000046774	P	Peptidyl-glycine alpha-amidating monooxygenase	AMD_HUMAN|PAM	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P19634	SLC9A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011049	IEA	Ensembl:ENSRNOP00000011049	P	Sodium/hydrogen exchanger 1	APNH1|NHE1|SL9A1_HUMAN|SLC9A1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P19801	ABP1		GO:0042493	PMID:8144586	IDA		P	Amiloride-sensitive amine oxidase [copper-containing]	ABP1|ABP1_HUMAN|AOC1|DAO1	protein	taxon:9606	20111104	UniProtKB
UniProtKB	P19878	NCF2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000060733	IEA	Ensembl:ENSRNOP00000060733	P	Neutrophil cytosol factor 2	NCF2|NCF2_HUMAN|NOXA2|P67PHOX	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P20648	ATP4A		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000005692	IEA	Ensembl:ENSMUSP00000005692	P	Potassium-transporting ATPase alpha chain 1	ATP4A|ATP4A_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P20807	CAPN3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011761	IEA	Ensembl:ENSRNOP00000011761	P	Calpain-3	CAN3_HUMAN|CANP3|CANPL3|CAPN3|NCL1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P21439	ABCB4		GO:0042493	PMID:7912658	TAS		P	Multidrug resistance protein 3	ABCB4|MDR3|MDR3_HUMAN|PGY3	protein	taxon:9606	20040806	PINC
UniProtKB	P21728	DRD1		GO:0042493	GO_REF:0000024|UniProtKB:Q61616	ISS	UniProtKB:Q61616	P	D(1A) dopamine receptor	DRD1|DRD1_HUMAN	protein	taxon:9606	20080902	BHF-UCL
UniProtKB	P21860	ERBB3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000006796	IEA	Ensembl:ENSRNOP00000006796	P	Receptor tyrosine-protein kinase erbB-3	ERBB3|ERBB3_HUMAN|HER3	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P21964	COMT		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000043148	IEA	Ensembl:ENSRNOP00000043148	P	Catechol O-methyltransferase	COMT|COMT_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P22301	IL10		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000006246	IEA	Ensembl:ENSRNOP00000006246	P	Interleukin-10	IL10|IL10_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P22309	UGT1A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000025045	IEA	Ensembl:ENSRNOP00000025045	P	UDP-glucuronosyltransferase 1-1	GNT1|UD11_HUMAN|UGT1|UGT1A1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P22352	GPX3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000031350	IEA	Ensembl:ENSRNOP00000031350	P	Glutathione peroxidase 3	GPX3|GPX3_HUMAN|GPXP	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P22466	GAL		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000020425	IEA	Ensembl:ENSRNOP00000020425	P	Galanin peptides	GAL|GAL1|GALA_HUMAN|GALN|GLNN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P22748	CA4		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000003908	IEA	Ensembl:ENSRNOP00000003908	P	Carbonic anhydrase 4	CA4|CAH4_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P22888	LHCGR		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000022481	IEA	Ensembl:ENSRNOP00000022481	P	Lutropin-choriogonadotropic hormone receptor	LCGR|LGR2|LHCGR|LHRHR|LSHR_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P23443	RPS6KB1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000005226	IEA	Ensembl:ENSRNOP00000005226	P	Ribosomal protein S6 kinase beta-1	KS6B1_HUMAN|RPS6KB1|STK14A	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P23560	BDNF		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000057989	IEA	Ensembl:ENSMUSP00000057989	P	Brain-derived neurotrophic factor	BDNF|BDNF_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P23582	NPPC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000025582	IEA	Ensembl:ENSRNOP00000025582	P	C-type natriuretic peptide	ANFC_HUMAN|CNP2|NPPC	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P24385	CCND1		GO:0042493	PMID:18291362	IEP		P	G1/S-specific cyclin-D1	BCL1|CCND1|CCND1_HUMAN|PRAD1	protein	taxon:9606	20100506	UniProtKB
UniProtKB	P24864	CCNE1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000020014	IEA	Ensembl:ENSRNOP00000020014	P	G1/S-specific cyclin-E1	CCNE|CCNE1|CCNE1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P25054	APC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000027691	IEA	Ensembl:ENSRNOP00000027691	P	Adenomatous polyposis coli protein	APC|APC_HUMAN|DP2.5	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P25445	FAS		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000040348	IEA	Ensembl:ENSRNOP00000040348	P	Tumor necrosis factor receptor superfamily member 6	APT1|FAS|FAS1|TNFRSF6|TNR6_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P27338	MAOB		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000043466	IEA	Ensembl:ENSRNOP00000043466	P	Amine oxidase [flavin-containing] B	AOFB_HUMAN|MAOB	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P27797	CALR		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000004091	IEA	Ensembl:ENSRNOP00000004091	P	Calreticulin	CALR|CALR_HUMAN|CRTC	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P27815	PDE4A		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000057815	IEA	Ensembl:ENSRNOP00000057815	P	cAMP-specific 3&#39;,5&#39;-cyclic phosphodiesterase 4A	DPDE2|PDE4A|PDE4A_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P28222	HTR1B		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000050898	IEA	Ensembl:ENSMUSP00000050898	P	5-hydroxytryptamine receptor 1B	5HT1B_HUMAN|HTR1B|HTR1DB	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P28223	HTR2A		GO:0042493	PMID:15862800	IDA		P	5-hydroxytryptamine receptor 2A	5HT2A_HUMAN|HTR2|HTR2A	protein	taxon:9606	20100621	UniProtKB
UniProtKB	P28223	HTR2A		GO:0042493	PMID:18703043	IDA		P	5-hydroxytryptamine receptor 2A	5HT2A_HUMAN|HTR2|HTR2A	protein	taxon:9606	20100609	UniProtKB
UniProtKB	P28288	ABCD3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000016739	IEA	Ensembl:ENSRNOP00000016739	P	ATP-binding cassette sub-family D member 3	ABCD3|ABCD3_HUMAN|PMP70|PXMP1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P28300	LOX		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000019844	IEA	Ensembl:ENSRNOP00000019844	P	Protein-lysine 6-oxidase	LOX|LYOX_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P28329	CHAT		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000063149	IEA	Ensembl:ENSRNOP00000063149	P	Choline O-acetyltransferase	CHAT|CLAT_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P28335	HTR2C		GO:0042493	PMID:18703043	IDA		P	5-hydroxytryptamine receptor 2C	5HT2C_HUMAN|HTR1C|HTR2C	protein	taxon:9606	20100609	UniProtKB
UniProtKB	P28827	PTPRM		GO:0042493	PMID:18566238	IDA		P	Receptor-type tyrosine-protein phosphatase mu	PTPRL1|PTPRM|PTPRM_HUMAN	protein	taxon:9606	20081211	UniProtKB
UniProtKB	P28907	CD38		GO:0042493	PMID:17875758	IMP		P	ADP-ribosyl cyclase 1	CD38|CD38_HUMAN	protein	taxon:9606	20101008	UniProtKB
UniProtKB	P29120	PCSK1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000015185	IEA	Ensembl:ENSRNOP00000015185	P	Neuroendocrine convertase 1	NEC1|NEC1_HUMAN|PCSK1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P29274	ADORA2A		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001759	IEA	Ensembl:ENSRNOP00000001759	P	Adenosine receptor A2a	AA2AR_HUMAN|ADORA2|ADORA2A	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P29474	NOS3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000013058	IEA	Ensembl:ENSRNOP00000013058	P	Nitric oxide synthase, endothelial	NOS3|NOS3_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P29972	AQP1		GO:0042493	PMID:12172703	IDA		P	Aquaporin-1	AQP1|AQP1_HUMAN|CHIP28	protein	taxon:9606	20100315	UniProtKB
UniProtKB	P30086	PEBP1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001500	IEA	Ensembl:ENSRNOP00000001500	P	Phosphatidylethanolamine-binding protein 1	PBP|PEBP|PEBP1|PEBP1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P30536	TSPO		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014089	IEA	Ensembl:ENSRNOP00000014089	P	Translocator protein	BZRP|MBR|TSPO|TSPOA_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P30559	OXTR		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000007724	IEA	Ensembl:ENSRNOP00000007724	P	Oxytocin receptor	OXTR|OXYR_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P30838	ALDH3A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000003182	IEA	Ensembl:ENSRNOP00000003182	P	Aldehyde dehydrogenase, dimeric NADP-preferring	AL3A1_HUMAN|ALDH3|ALDH3A1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P31153	MAT2A		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000018170	IEA	Ensembl:ENSRNOP00000018170	P	S-adenosylmethionine synthase isoform type-2	AMS2|MAT2A|MATA2|METK2_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P31327	CPS1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000019021	IEA	Ensembl:ENSRNOP00000019021	P	Carbamoyl-phosphate synthase [ammonia], mitochondrial	CPS1|CPSM_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P31645	SLC6A4		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000004717	IEA	Ensembl:ENSRNOP00000004717	P	Sodium-dependent serotonin transporter	HTT|SC6A4_HUMAN|SERT|SLC6A4	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P32297	CHRNA3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000019307	IEA	Ensembl:ENSRNOP00000019307	P	Neuronal acetylcholine receptor subunit alpha-3	ACHA3_HUMAN|CHRNA3|NACHRA3	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P33121	ACSL1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014235	IEA	Ensembl:ENSRNOP00000014235	P	Long-chain-fatty-acid--CoA ligase 1	ACSL1|ACSL1_HUMAN|FACL1|FACL2|LACS|LACS1|LACS2	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P33527	ABCC1		GO:0042493	PMID:1360704	TAS		P	Multidrug resistance-associated protein 1	ABCC1|MRP|MRP1|MRP1_HUMAN	protein	taxon:9606	20031119	PINC
UniProtKB	P34947	GRK5		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000015687	IEA	Ensembl:ENSRNOP00000015687	P	G protein-coupled receptor kinase 5	GPRK5|GRK5|GRK5_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P35222	CTNNB1		GO:0042493	PMID:18291362	IEP		P	Catenin beta-1	CTNB1_HUMAN|CTNNB|CTNNB1|OK/SW-cl.35|PRO2286	protein	taxon:9606	20100506	UniProtKB
UniProtKB	P35348	ADRA1A		GO:0042493	GO_REF:0000024|UniProtKB:P43140	ISS	UniProtKB:P43140	P	Alpha-1A adrenergic receptor	ADA1A_HUMAN|ADRA1A|ADRA1C	protein	taxon:9606	20100202	BHF-UCL
UniProtKB	P35354	PTGS2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000003567	IEA	Ensembl:ENSRNOP00000003567	P	Prostaglandin G/H synthase 2	COX2|PGH2_HUMAN|PTGS2	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P35462	DRD3		GO:0042493	GO_REF:0000024|UniProtKB:P19020	ISS	UniProtKB:P19020	P	D(3) dopamine receptor	DRD3|DRD3_HUMAN	protein	taxon:9606	20080903	BHF-UCL
UniProtKB	P35638	DDIT3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000008941	IEA	Ensembl:ENSRNOP00000008941	P	DNA damage-inducible transcript 3 protein	CHOP|CHOP10|DDIT3|DDIT3_HUMAN|GADD153	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P37108	SRP14		GO:0042493	PMID:18089836	IDA		P	Signal recognition particle 14 kDa protein	SRP14|SRP14_HUMAN	protein	taxon:9606	20090629	UniProtKB
UniProtKB	P37173	TGFBR2		GO:0042493	PMID:17878231	IDA		P	TGF-beta receptor type-2	TGFBR2|TGFR2_HUMAN	protein	taxon:9606	20090611	BHF-UCL
UniProtKB	P37231	PPARG		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000012137	IEA	Ensembl:ENSRNOP00000012137	P	Peroxisome proliferator-activated receptor gamma	NR1C3|PPARG|PPARG_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P37840	SNCA		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000126067	IEA	Ensembl:ENSMUSP00000126067	P	Alpha-synuclein	NACP|PARK1|SNCA|SYUA_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P38936	CDKN1A		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000000628	IEA	Ensembl:ENSRNOP00000000628	P	Cyclin-dependent kinase inhibitor 1	CAP20|CDKN1|CDKN1A|CDN1A_HUMAN|CIP1|MDA6|PIC1|SDI1|WAF1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P39060	COL18A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000063331	IEA	Ensembl:ENSRNOP00000063331	P	Collagen alpha-1(XVIII) chain	COIA1_HUMAN|COL18A1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P40692	MLH1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000043097	IEA	Ensembl:ENSRNOP00000043097	P	DNA mismatch repair protein Mlh1	COCA2|MLH1|MLH1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P40763	STAT3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026760	IEA	Ensembl:ENSRNOP00000026760	P	Signal transducer and activator of transcription 3	APRF|STAT3|STAT3_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P40939	HADHA		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000038073	IEA	Ensembl:ENSRNOP00000038073	P	Trifunctional enzyme subunit alpha, mitochondrial	ECHA_HUMAN|HADH|HADHA	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P41235	HNF4A		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011978	IEA	Ensembl:ENSRNOP00000011978	P	Hepatocyte nuclear factor 4-alpha	HNF4|HNF4A|HNF4A_HUMAN|NR2A1|TCF14	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P41238	APOBEC1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000020735	IEA	Ensembl:ENSRNOP00000020735	P	C-&gt;U-editing enzyme APOBEC-1	ABEC1_HUMAN|APOBEC1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P41595	HTR2B		GO:0042493	PMID:15625277	IDA		P	5-hydroxytryptamine receptor 2B	5HT2B_HUMAN|HTR2B	protein	taxon:9606	20100614	UniProtKB
UniProtKB	P41595	HTR2B		GO:0042493	PMID:15862800	IDA		P	5-hydroxytryptamine receptor 2B	5HT2B_HUMAN|HTR2B	protein	taxon:9606	20100621	UniProtKB
UniProtKB	P41595	HTR2B		GO:0042493	PMID:18703043	IDA		P	5-hydroxytryptamine receptor 2B	5HT2B_HUMAN|HTR2B	protein	taxon:9606	20100609	UniProtKB
UniProtKB	P43003	SLC1A3		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000005493	IEA	Ensembl:ENSMUSP00000005493	P	Excitatory amino acid transporter 1	EAA1_HUMAN|EAAT1|GLAST|GLAST1|SLC1A3	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P43004	SLC1A2		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000079100	IEA	Ensembl:ENSMUSP00000079100	P	Excitatory amino acid transporter 2	EAA2_HUMAN|EAAT2|GLT1|SLC1A2	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P43246	MSH2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021538	IEA	Ensembl:ENSRNOP00000021538	P	DNA mismatch repair protein Msh2	MSH2|MSH2_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P43694	GATA4		GO:0042493	PMID:20585342	IMP		P	Transcription factor GATA-4	GATA4|GATA4_HUMAN	protein	taxon:9606	20110511	BHF-UCL
UniProtKB	P46821	MAP1B		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000023460	IEA	Ensembl:ENSRNOP00000023460	P	Microtubule-associated protein 1B	MAP1B|MAP1B_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P47895	ALDH1A3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000045261	IEA	Ensembl:ENSRNOP00000045261	P	Aldehyde dehydrogenase family 1 member A3	AL1A3_HUMAN|ALDH1A3|ALDH6	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P47985	UQCRFS1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000024609	IEA	Ensembl:ENSRNOP00000024609	P	Cytochrome b-c1 complex subunit Rieske, mitochondrial	UCRI_HUMAN|UQCRFS1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P48066	SLC6A11		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000008342	IEA	Ensembl:ENSRNOP00000008342	P	Sodium- and chloride-dependent GABA transporter 3	GABT3|GAT3|S6A11_HUMAN|SLC6A11	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P48507	GCLM		GO:0042493	PMID:9895302	IDA		P	Glutamate--cysteine ligase regulatory subunit	GCLM|GLCLR|GSH0_HUMAN	protein	taxon:9606	20070105	UniProtKB
UniProtKB	P48681	NES		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000025314	IEA	Ensembl:ENSRNOP00000025314	P	Nestin	Nbla00170|NES|NEST_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P49454	CENPF		GO:0042493	PMID:12467231	NAS		P	Centromere protein F	CENPF|CENPF_HUMAN	protein	taxon:9606	20060120	UniProtKB
UniProtKB	P49763	PGF		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000007790	IEA	Ensembl:ENSRNOP00000007790	P	Placenta growth factor	PGF|PGFL|PLGF|PLGF_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P49767	VEGFC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000015529	IEA	Ensembl:ENSRNOP00000015529	P	Vascular endothelial growth factor C	VEGFC|VEGFC_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P50336	PPOX		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000004896	IEA	Ensembl:ENSRNOP00000004896	P	Protoporphyrinogen oxidase	PPOX|PPOX_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P50416	CPT1A		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000019652	IEA	Ensembl:ENSRNOP00000019652	P	Carnitine O-palmitoyltransferase 1, liver isoform	CPT1|CPT1A|CPT1A_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P52564	MAP2K6		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000006217	IEA	Ensembl:ENSRNOP00000006217	P	Dual specificity mitogen-activated protein kinase kinase 6	MAP2K6|MEK6|MKK6|MP2K6_HUMAN|PRKMK6|SKK3	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P53602	MVD		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000018145	IEA	Ensembl:ENSRNOP00000018145	P	Diphosphomevalonate decarboxylase	MPD|MVD|MVD1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P54274	TERF1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000043160	IEA	Ensembl:ENSRNOP00000043160	P	Telomeric repeat-binding factor 1	PIN2|TERF1|TERF1_HUMAN|TRBF1|TRF|TRF1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P54278	PMS2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001374	IEA	Ensembl:ENSRNOP00000001374	P	Mismatch repair endonuclease PMS2	PMS2|PMS2_HUMAN|PMSL2	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P54868	HMGCS2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026122	IEA	Ensembl:ENSRNOP00000026122	P	Hydroxymethylglutaryl-CoA synthase, mitochondrial	HMCS2_HUMAN|HMGCS2	protein	taxon:9606	20120317	ENSEMBL
