UniProtKB	Q14728	MFSD10		GO:0015904	PMID:8353488	TAS		P	Major facilitator superfamily domain-containing protein 10	IPI00103940|MFS10_HUMAN|MFSD10|Q07706|TETRAN	protein	taxon:9606	20120107	GOC
UniProtKB	P11388	TOP2A		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000040257	IEA	Ensembl:ENSRNOP00000040257	P	DNA topoisomerase 2-alpha	B2RTS1|IPI00414101|IPI00478232|IPI00879004|IPI01011132|Q71UN1|Q71UQ5|Q9HB24|Q9HB25|Q9HB26|Q9UP44|Q9UQP9|TOP2|TOP2A|TOP2A_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P11511	CYP19A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000000212	IEA	Ensembl:ENSRNOP00000000212	P	Cytochrome P450 19A1	ARO1|CP19A_HUMAN|CYAR|CYP19|CYP19A1|IPI00465065|Q16731|Q3B764|Q58FA0	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P11802	CDK4		GO:0042493	PMID:18291362	IGI		P	Cyclin-dependent kinase 4	CDK4|CDK4_HUMAN|IPI00007811|O00576|Q6FG61	protein	taxon:9606	20100506	UniProtKB
UniProtKB	P12830	CDH1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000027346	IEA	Ensembl:ENSRNOP00000027346	P	Cadherin-1	CADH1_HUMAN|CDH1|CDHE|IPI00025861|Q13799|Q14216|Q15855|Q16194|Q4PJ14|UVO	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P13498	CYBA		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000017564	IEA	Ensembl:ENSRNOP00000017564	P	Cytochrome b-245 light chain	CY24A_HUMAN|CYBA|IPI00218433|Q14090|Q9BR72	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P13500	CCL2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000009448	IEA	Ensembl:ENSRNOP00000009448	P	C-C motif chemokine 2	B2R4V3|CCL2|CCL2_HUMAN|IPI00009308|MCP1|Q9UDF3|SCYA2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P13501	CCL5		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014865	IEA	Ensembl:ENSRNOP00000014865	P	C-C motif chemokine 5	CCL5|CCL5_HUMAN|D17S136E|IPI00009309|O43646|Q0QVW8|Q4ZGJ1|Q9NYA2|Q9UBG2|Q9UC99|SCYA5	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P13569	CFTR		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000010981	IEA	Ensembl:ENSRNOP00000010981	P	Cystic fibrosis transmembrane conductance regulator	ABCC7|CFTR|CFTR_HUMAN|IPI00815998|IPI00816721|IPI00816790|Q20BG8|Q20BH2|Q2I0A1|Q2I102	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P13637	ATP1A3		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000099922	IEA	Ensembl:ENSMUSP00000099922	P	Sodium/potassium-transporting ATPase subunit alpha-3	AT1A3_HUMAN|ATP1A3|IPI00302840|Q16732|Q16735|Q969K5	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P13929	ENO3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000005612	IEA	Ensembl:ENSRNOP00000005612	P	Beta-enolase	B4DUI6|B4DUM6|ENO3|ENOB_HUMAN|IPI00218474|IPI00909949|IPI00942494|Q96AE2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P14416	DRD2		GO:0042493	GO_REF:0000024|UniProtKB:P61169	ISS	UniProtKB:P61169	P	D(2) dopamine receptor	DRD2|DRD2_HUMAN|IPI00026590|IPI00219367|IPI00375079|Q9NZR3|Q9UPA9	protein	taxon:9606	20080902	BHF-UCL
UniProtKB	P14635	CCNB1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000025297	IEA	Ensembl:ENSRNOP00000025297	P	G2/mitotic-specific cyclin-B1	CCNB|CCNB1|CCNB1_HUMAN|IPI00745793	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P14780	MMP9		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000023965	IEA	Ensembl:ENSRNOP00000023965	P	Matrix metalloproteinase-9	B2R7V9|CLG4B|IPI00027509|MMP9|MMP9_HUMAN|Q3LR70|Q8N725|Q9H4Z1|Q9UCJ9|Q9UCL1|Q9UDK2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P15407	FOSL1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000027891	IEA	Ensembl:ENSRNOP00000027891	P	Fos-related antigen 1	FOSL1|FOSL1_HUMAN|FRA1|IPI00011590|Q6FG51	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P15531	NME1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000003658	IEA	Ensembl:ENSRNOP00000003658	P	Nucleoside diphosphate kinase A	IPI00012048|IPI00375531|NDKA_HUMAN|NDPKA|NM23|NME1|Q6FGK3|Q86XQ2|Q9UDJ6	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P15923	TCF3		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000100979	IEA	Ensembl:ENSMUSP00000100979	P	Transcription factor E2-alpha	BHLHB21|E2A|IPI00013929|IPI00216911|ITF1|P15883|Q14208|Q14635|Q14636|Q2TB40|Q9UPI9|TCF3|TFE2_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P16220	CREB1		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000059973	IEA	Ensembl:ENSMUSP00000059973	P	Cyclic AMP-responsive element-binding protein 1	CREB1|CREB1_HUMAN|IPI00027713|IPI00218334|P21934|Q9UMA7	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P16435	POR		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001961	IEA	Ensembl:ENSRNOP00000001961	P	NADPH--cytochrome P450 reductase	CYPOR|IPI00470467|NCPR_HUMAN|POR|Q16455|Q197M5|Q8N181|Q9H3M8|Q9UDT3	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P16455	MGMT		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021537	IEA	Ensembl:ENSRNOP00000021537	P	Methylated-DNA--protein-cysteine methyltransferase	IPI00028618|MGMT|MGMT_HUMAN|Q5VY78	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P16860	NPPB		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000010778	IEA	Ensembl:ENSRNOP00000010778	P	Natriuretic peptides B	ANFB_HUMAN|B0ZBE9|IPI00031101|NPPB|Q6FGY0	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P17275	JUNB		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000061729	IEA	Ensembl:ENSRNOP00000061729	P	Transcription factor jun-B	IPI00013439|JUNB|JUNB_HUMAN|Q96GH3	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P17405	SMPD1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000024224	IEA	Ensembl:ENSRNOP00000024224	P	Sphingomyelin phosphodiesterase	ASM|ASM_HUMAN|IPI00218785|IPI00296461|IPI00971183|P17406|Q13811|Q16837|Q16841|SMPD1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P17812	CTPS		GO:0042493	PMID:7981751	TAS		P	CTP synthase 1	CTPS|D3DPW1|IPI00290142|PYRG1_HUMAN|Q5VW67|Q96GK6	protein	taxon:9606	20031119	PINC
UniProtKB	P17861	XBP1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014044	IEA	Ensembl:ENSRNOP00000014044	P	X-box-binding protein 1	IPI00056479|IPI00411953|Q8WYK6|Q969P1|Q96BD7|TREB5|XBP1|XBP1_HUMAN|XBP2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P18065	IGFBP2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000023068	IEA	Ensembl:ENSRNOP00000023068	P	Insulin-like growth factor-binding protein 2	BP2|IBP2|IBP2_HUMAN|IGFBP2|IPI00297284|Q14619|Q9UCL3	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P18405	SRD5A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000023659	IEA	Ensembl:ENSRNOP00000023659	P	3-oxo-5-alpha-steroid 4-dehydrogenase 1	B2R7Q1|IPI00032233|Q9UHY4|Q9UP36|Q9UP37|S5A1_HUMAN|SRD5A1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P18887	XRCC1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000027057	IEA	Ensembl:ENSRNOP00000027057	P	DNA repair protein XRCC1	IPI00002564|Q6IBS4|Q9HCB1|XRCC1|XRCC1_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P19021	PAM		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000046774	IEA	Ensembl:ENSRNOP00000046774	P	Peptidyl-glycine alpha-amidating monooxygenase	A6NMR0|A8K293|AMD_HUMAN|IPI00177543|IPI00219042|IPI00219043|IPI00878690|IPI00940221|O95080|PAM|Q16252|Q16253|Q54A45|Q86U53|Q8WVC7|Q9UCG0	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P19634	SLC9A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011049	IEA	Ensembl:ENSRNOP00000011049	P	Sodium/hydrogen exchanger 1	APNH1|B1ALD6|D3DPL4|IPI00020060|IPI00644335|NHE1|Q96EM2|SL9A1_HUMAN|SLC9A1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P19801	ABP1		GO:0042493	PMID:8144586	IDA		P	Amiloride-sensitive amine oxidase [copper-containing]	ABP1|ABP1_HUMAN|AOC1|DAO1|IPI00020982|IPI00219832|Q16683|Q16684|Q56II4|Q6GU42	protein	taxon:9606	20111104	UniProtKB
UniProtKB	P19878	NCF2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000060733	IEA	Ensembl:ENSRNOP00000060733	P	Neutrophil cytosol factor 2	B2R6Q1|IPI00021070|NCF2|NCF2_HUMAN|NOXA2|P67PHOX|Q2PP06|Q8NFC7|Q9BV51	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P20648	ATP4A		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000005692	IEA	Ensembl:ENSMUSP00000005692	P	Potassium-transporting ATPase alpha chain 1	ATP4A|ATP4A_HUMAN|IPI00218919|O00738	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P20807	CAPN3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011761	IEA	Ensembl:ENSRNOP00000011761	P	Calpain-3	A6H8K6|CAN3_HUMAN|CANP3|CANPL3|CAPN3|IPI00025819|IPI00175639|IPI00218763|IPI00748752|NCL1|Q9BTU4|Q9Y5S6|Q9Y5S7	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P21439	ABCB4		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000042556	IEA	Ensembl:ENSRNOP00000042556	P	Multidrug resistance protein 3	A0A2V7|A4D1D3|A4D1D4|ABCB4|D6W5P3|D6W5P4|IPI00042932|IPI00218731|MDR3|MDR3_HUMAN|PGY3|Q14813	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P21728	DRD1		GO:0042493	GO_REF:0000024|UniProtKB:Q61616	ISS	UniProtKB:Q61616	P	D(1A) dopamine receptor	B2RA44|DRD1|DRD1_HUMAN|IPI00010289|Q4QRJ0	protein	taxon:9606	20080902	BHF-UCL
UniProtKB	P21860	ERBB3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000006796	IEA	Ensembl:ENSRNOP00000006796	P	Receptor tyrosine-protein kinase erbB-3	A8K6L6|B4DIK7|B4DV32|E9PDT8|ERBB3|ERBB3_HUMAN|HER3|IPI00219206|IPI00298285|Q9BUD7	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P21964	COMT		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000043148	IEA	Ensembl:ENSRNOP00000043148	P	Catechol O-methyltransferase	A8MPV9|COMT|COMT_HUMAN|IPI00011284|IPI00375513|Q6IB07|Q6ICE6	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P22301	IL10		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000006246	IEA	Ensembl:ENSRNOP00000006246	P	Interleukin-10	IL10|IL10_HUMAN|IPI00026102	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P22309	UGT1A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000025045	IEA	Ensembl:ENSRNOP00000025045	P	UDP-glucuronosyltransferase 1-1	GNT1|IPI00434346|UD11_HUMAN|UGT1|UGT1A1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P22352	GPX3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000031350	IEA	Ensembl:ENSRNOP00000031350	P	Glutathione peroxidase 3	GPX3|GPX3_HUMAN|GPXP|IPI00026199|O43787|Q86W78|Q9NZ74|Q9UEL1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P22466	GAL		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000020425	IEA	Ensembl:ENSRNOP00000020425	P	Galanin peptides	GAL|GAL1|GALA_HUMAN|GALN|GLNN|IPI00026637|Q14413	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P22748	CA4		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000003908	IEA	Ensembl:ENSRNOP00000003908	P	Carbonic anhydrase 4	CA4|CAH4_HUMAN|IPI00027466	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P22888	LHCGR		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000022481	IEA	Ensembl:ENSRNOP00000022481	P	Lutropin-choriogonadotropic hormone receptor	IPI00299615|IPI00414187|LCGR|LGR2|LHCGR|LHRHR|LSHR_HUMAN|Q14751|Q15996|Q9UEW9	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P23443	RPS6KB1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000005226	IEA	Ensembl:ENSRNOP00000005226	P	Ribosomal protein S6 kinase beta-1	IPI00216132|IPI00759649|KS6B1_HUMAN|RPS6KB1|STK14A	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P23560	BDNF		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000057989	IEA	Ensembl:ENSMUSP00000057989	P	Brain-derived neurotrophic factor	A7LA85|A7LA92|BDNF|BDNF_HUMAN|D3DQZ2|IPI00012058|IPI00336003|IPI00377232|IPI00855724|IPI00917851|Q598Q1|Q6DN19|Q6YNR2|Q6YNR3|Q9BYY7|Q9UC24	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P23582	NPPC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000025582	IEA	Ensembl:ENSRNOP00000025582	P	C-type natriuretic peptide	ANFC_HUMAN|CNP2|IPI00012075|NPPC|Q4ZG41	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P24385	CCND1		GO:0042493	PMID:18291362	IEP		P	G1/S-specific cyclin-D1	BCL1|CCND1|CCND1_HUMAN|IPI00028098|PRAD1|Q6LEF0	protein	taxon:9606	20100506	UniProtKB
UniProtKB	P24864	CCNE1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000020014	IEA	Ensembl:ENSRNOP00000020014	P	G1/S-specific cyclin-E1	A8K684|CCNE|CCNE1|CCNE1_HUMAN|IPI00031077|IPI00376965|IPI01012689|Q14091|Q8NFG1|Q92501|Q9UD21	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P25054	APC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000027691	IEA	Ensembl:ENSRNOP00000027691	P	Adenomatous polyposis coli protein	APC|APC_HUMAN|D3DT03|DP2.5|IPI00012391|IPI00215877|Q15162|Q15163|Q93042	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P25445	FAS		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000040348	IEA	Ensembl:ENSRNOP00000040348	P	Tumor necrosis factor receptor superfamily member 6	A9UJX4|APT1|B6VNV4|FAS|FAS1|IPI00170811|IPI00216357|IPI00216358|IPI00216359|IPI00291314|IPI00744894|Q14292|Q14293|Q14294|Q14295|Q16652|Q5T9P1|Q5T9P2|Q6SSE9|TNFRSF6|TNR6_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P27338	MAOB		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000043466	IEA	Ensembl:ENSRNOP00000043466	P	Amine oxidase [flavin-containing] B	AOFB_HUMAN|B2R6R3|D3DWC3|IPI00328156|MAOB|Q7Z6S2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P27797	CALR		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000004091	IEA	Ensembl:ENSRNOP00000004091	P	Calreticulin	CALR|CALR_HUMAN|CRTC|IPI00020599|Q6IAT4|Q9UDG2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P27815	PDE4A		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000057815	IEA	Ensembl:ENSRNOP00000057815	P	cAMP-specific 3&#39;,5&#39;-cyclic phosphodiesterase 4A	DPDE2|IPI00006232|IPI00020973|IPI00171460|IPI00220048|IPI00220052|IPI00940499|IPI00945522|O75522|O76092|PDE4A|PDE4A_HUMAN|Q16255|Q16691|Q5DM53|Q6PMT2|Q8IVA7|Q8WUQ3|Q9H3H2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P28222	HTR1B		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000050898	IEA	Ensembl:ENSMUSP00000050898	P	5-hydroxytryptamine receptor 1B	5HT1B_HUMAN|HTR1B|HTR1DB|IPI00002184|Q4VAY7	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P28223	HTR2A		GO:0042493	PMID:15862800	IDA		P	5-hydroxytryptamine receptor 2A	5HT2A_HUMAN|B2RAC5|HTR2|HTR2A|IPI00002185|Q5T8C0	protein	taxon:9606	20100621	UniProtKB
UniProtKB	P28223	HTR2A		GO:0042493	PMID:18703043	IDA		P	5-hydroxytryptamine receptor 2A	5HT2A_HUMAN|B2RAC5|HTR2|HTR2A|IPI00002185|Q5T8C0	protein	taxon:9606	20100609	UniProtKB
UniProtKB	P28288	ABCD3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000016739	IEA	Ensembl:ENSRNOP00000016739	P	ATP-binding cassette sub-family D member 3	ABCD3|ABCD3_HUMAN|D3DT46|IPI00002372|IPI00185503|IPI00884932|PMP70|PXMP1|Q15271|Q6NUN5|Q96DA3|Q9H529	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P28300	LOX		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000019844	IEA	Ensembl:ENSRNOP00000019844	P	Protein-lysine 6-oxidase	B2R5Q3|IPI00002802|LOX|LYOX_HUMAN|Q5FWF0	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P28329	CHAT		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000063149	IEA	Ensembl:ENSRNOP00000063149	P	Choline O-acetyltransferase	A2BDF4|CHAT|CLAT_HUMAN|IPI00220707|IPI00220708|IPI00305227|Q16488|Q9BQ23|Q9BQ35|Q9BQE1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P28335	HTR2C		GO:0042493	PMID:18703043	IDA		P	5-hydroxytryptamine receptor 2C	5HT2C_HUMAN|HTR1C|HTR2C|IPI00002876|Q5VUF8|Q9NP28	protein	taxon:9606	20100609	UniProtKB
UniProtKB	P28827	PTPRM		GO:0042493	PMID:18566238	IDA		P	Receptor-type tyrosine-protein phosphatase mu	D3DUH8|IPI00293849|PTPRL1|PTPRM|PTPRM_HUMAN	protein	taxon:9606	20081211	UniProtKB
UniProtKB	P28907	CD38		GO:0042493	PMID:17875758	IMP		P	ADP-ribosyl cyclase 1	CD38|CD38_HUMAN|IPI00006071|IPI00395006|O00121|O00122|Q96HY4	protein	taxon:9606	20101008	UniProtKB
UniProtKB	P29120	PCSK1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000015185	IEA	Ensembl:ENSRNOP00000015185	P	Neuroendocrine convertase 1	IPI00301961|NEC1|NEC1_HUMAN|P78478|PCSK1|Q92532	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P29474	NOS3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000013058	IEA	Ensembl:ENSRNOP00000013058	P	Nitric oxide synthase, endothelial	A8KA63|B2RCQ1|IPI00218845|NOS3|NOS3_HUMAN|Q13662|Q14251|Q14434|Q548C1|Q6GSL5|Q9UDC6	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P29972	AQP1		GO:0042493	PMID:12172703	IDA		P	Aquaporin-1	AQP1|AQP1_HUMAN|B5BU39|CHIP28|IPI00024689|Q8TBI5|Q8TDC1	protein	taxon:9606	20100315	UniProtKB
UniProtKB	P30086	PEBP1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001500	IEA	Ensembl:ENSRNOP00000001500	P	Phosphatidylethanolamine-binding protein 1	B2R4S1|IPI00219446|PBP|PEBP|PEBP1|PEBP1_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P30536	TSPO		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014089	IEA	Ensembl:ENSRNOP00000014089	P	Translocator protein	BZRP|IPI00026850|MBR|Q53Y59|Q6ICF9|Q96TF6|TSPO|TSPOA_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P30559	OXTR		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000007724	IEA	Ensembl:ENSRNOP00000007724	P	Oxytocin receptor	IPI00026886|OXTR|OXYR_HUMAN|Q15071	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P30838	ALDH3A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000003182	IEA	Ensembl:ENSRNOP00000003182	P	Aldehyde dehydrogenase, dimeric NADP-preferring	AL3A1_HUMAN|ALDH3|ALDH3A1|IPI00296183|Q9BT37	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P31153	MAT2A		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000018170	IEA	Ensembl:ENSRNOP00000018170	P	S-adenosylmethionine synthase isoform type-2	A8K511|AMS2|D6W5L1|IPI00010157|MAT2A|MATA2|METK2_HUMAN|Q53SP5	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P31327	CPS1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000019021	IEA	Ensembl:ENSRNOP00000019021	P	Carbamoyl-phosphate synthase [ammonia], mitochondrial	B7Z818|CPS1|CPSM_HUMAN|IPI00011062|IPI00397498|O43774|Q7Z5I5	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P31645	SLC6A4		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000004717	IEA	Ensembl:ENSRNOP00000004717	P	Sodium-dependent serotonin transporter	HTT|IPI00790986|SC6A4_HUMAN|SERT|SLC6A4	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P32297	CHRNA3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000019307	IEA	Ensembl:ENSRNOP00000019307	P	Neuronal acetylcholine receptor subunit alpha-3	ACHA3_HUMAN|CHRNA3|IPI00297165|IPI00852613|IPI00939562|NACHRA3|Q15823|Q4KMN8|Q86U77|Q96RH3|Q99553|Q9BQ93|Q9BRR4	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P32418	SLC8A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000040751	IEA	Ensembl:ENSRNOP00000040751	P	Sodium/calcium exchanger 1	A8K6N1|CNC|D6W595|IPI00028450|IPI00216107|IPI00216108|IPI00216109|NAC1_HUMAN|NCX1|O95849|Q587I6|Q9UBL8|Q9UD55|Q9UDN1|Q9UDN2|Q9UKX6|SLC8A1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P33527	ABCC1		GO:0042493	PMID:1360704	TAS		P	Multidrug resistance-associated protein 1	A3RJX2|ABCC1|C9JPJ4|IPI00008338|IPI00014985|IPI00216262|IPI00216263|IPI00216264|IPI00216265|IPI00216266|IPI00216267|IPI00719178|MRP|MRP1|MRP1_HUMAN|O14819|O43333|P78419|Q59GI9|Q9UQ97|Q9UQ99|Q9UQA0	protein	taxon:9606	20031119	PINC
UniProtKB	P34947	GRK5		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000015687	IEA	Ensembl:ENSRNOP00000015687	P	G protein-coupled receptor kinase 5	D3DRD0|GPRK5|GRK5|GRK5_HUMAN|IPI00414058|Q5T059	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P35222	CTNNB1		GO:0042493	PMID:18291362	IEP		P	Catenin beta-1	A8K1L7|CTNB1_HUMAN|CTNNB|CTNNB1|IPI00017292|IPI00927799|OK/SW-cl.35|PRO2286|Q8NEW9|Q8NI94|Q9H391	protein	taxon:9606	20100506	UniProtKB
UniProtKB	P35348	ADRA1A		GO:0042493	GO_REF:0000024|UniProtKB:P43140	ISS	UniProtKB:P43140	P	Alpha-1A adrenergic receptor	A8K0I3|ADA1A_HUMAN|ADRA1A|ADRA1C|B0ZBD1|B0ZBD2|B0ZBD4|B0ZBD5|B0ZBD6|B0ZBD8|B0ZBD9|IPI00430195|IPI00430197|IPI00430199|IPI00430201|IPI00430202|IPI00430203|IPI00430204|IPI00430205|IPI00954300|O60451|Q13675|Q13729|Q4VBM7|Q6RUJ4|Q6RUJ5|Q6RUJ7|Q6RUJ8|Q6RUJ9|Q96RE8|Q9UD63|Q9UD67	protein	taxon:9606	20100202	BHF-UCL
UniProtKB	P35354	PTGS2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000003567	IEA	Ensembl:ENSRNOP00000003567	P	Prostaglandin G/H synthase 2	A8K802|COX2|IPI00018109|PGH2_HUMAN|PTGS2|Q16876	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P35462	DRD3		GO:0042493	GO_REF:0000024|UniProtKB:P19020	ISS	UniProtKB:P19020	P	D(3) dopamine receptor	A1A4V5|DRD3|DRD3_HUMAN|IPI00018843|IPI00798154|Q4VBM8	protein	taxon:9606	20080903	BHF-UCL
UniProtKB	P37108	SRP14		GO:0042493	PMID:18089836	IDA		P	Signal recognition particle 14 kDa protein	B5BUF5|IPI00293434|Q6B0K5|Q96Q14|SRP14|SRP14_HUMAN	protein	taxon:9606	20090629	UniProtKB
UniProtKB	P37173	TGFBR2		GO:0042493	PMID:17878231	IDA		P	TGF-beta receptor type-2	B4DTV5|IPI00020431|IPI00164934|Q15580|Q6DKT6|Q99474|TGFBR2|TGFR2_HUMAN	protein	taxon:9606	20090611	BHF-UCL
UniProtKB	P37231	PPARG		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000012137	IEA	Ensembl:ENSRNOP00000012137	P	Peroxisome proliferator-activated receptor gamma	A8K3G6|B5BUA1|IPI00020897|IPI00853091|NR1C3|O00684|O00710|O14515|PPARG|PPARG_HUMAN|Q15178|Q15179|Q15180|Q15832|Q86U60|Q96J12	protein	taxon:9606	20120107	ENSEMBL
